,Vehicle Speed[km/h],Timestamp(ms),Acceleration[mph/s]
0,37.296,0.0,0.0
1,38.376000000000005,19.997,33.55906786017919
2,39.528000000000006,40.002,35.78202409397653
3,40.608,60.013,33.53558942581553
4,41.688,80.002,33.57249887438108
5,42.84,100.012,35.77308305847078
6,43.848,120.003,31.331197438847344
7,45.0,140.013,35.77308305847078
8,46.116,160.004,34.68811145015258
9,47.268,180.005,35.789180140992976
10,48.456,200.014,36.892835623969255
11,49.428000000000004,220.01500000000001,30.197120743962834
12,50.616,240.016,36.90759202039887
13,51.732,260.00600000000003,34.689846723361605
14,52.884,280.007,35.78918014099302
15,53.856,300.009,30.195611038896136
16,55.007999999999996,320.017,35.77665893642527
17,56.016000000000005,340.01800000000003,31.315532623369084
18,57.168000000000006,360.016,35.79454905490554
19,58.248,380.01,33.56410323096907
20,59.184000000000005,400.00600000000003,29.08597999599936
21,60.228,420.008,32.43232296770321
22,61.30800000000001,440.011,33.54900164975263
23,62.352000000000004,460.011,32.435566199999904
24,63.324,480.012,30.197120743962653
25,64.33200000000001,500.012,31.3170984000003
26,65.34,520.013,31.315532623368643
27,66.348,540.022,31.30301204457978
28,67.428,560.014,33.56746098439377
29,68.472,580.029,32.41125775668241
30,69.444,600.02,30.21222610174607
31,70.488,620.013,32.44692262291784
32,71.46000000000001,640.025,30.18052228662837
33,72.53999999999999,660.017,33.567460984393136
34,73.548,680.017,31.3170984000003
35,74.628,700.018,33.552356382180875
36,75.70800000000001,720.027,33.538941476336014
37,76.716,740.028,31.315532623368288
38,77.688,760.019,30.21222610174607
39,78.588,780.02,27.96029698515051
40,79.56,800.02,30.19863060000026
41,80.46000000000001,820.018,27.964491449145026
42,81.396,840.041,29.046759027118554
43,82.26,860.022,26.868752514889287
44,83.052,880.022,24.60629160000005
45,83.88000000000001,900.023,25.723473226338808
46,84.70800000000001,920.023,25.72475940000009
47,85.5,940.032,24.5952237493124
48,86.22,960.024,22.378307322929178
49,86.90400000000001,980.024,21.25088820000036
50,87.624,1000.0210000000001,22.37271190678546
51,88.308,1020.0260000000001,21.24557680579892
52,89.028,1040.036,22.358176911544202
53,89.64,1060.027,19.02251273072868
54,90.324,1080.026,21.25195079753977
55,90.972,1100.028,20.130407359264
56,91.548,1120.028,17.895484800000236
57,92.01599999999999,1140.038,14.532814992503424
58,92.7,1160.03,21.259391956783116
59,93.672,1180.034,30.192592081583303
60,94.32,1200.031,20.135440716107453
61,94.716,1220.036,12.300070782304381
62,95.292,1240.04,17.891906418716577
63,96.12,1260.035,25.73119219804945
64,96.804,1280.0240000000001,21.26258262044113
65,97.488,1300.0240000000001,21.250888199999924
66,98.172,1320.029,21.2455768057986
67,98.748,1340.022,17.901750412644716
68,99.504,1360.03,23.47843242702915
69,100.368,1380.026,26.84859691938344
70,101.088,1400.026,22.369355999999964
71,101.736,1420.0240000000001,20.13443384338461
72,102.492,1440.045,23.46318745317422
73,103.176,1460.028,21.268966821798507
74,103.86000000000001,1480.053,21.224357752809258
75,104.436,1500.027,17.918779212976723
76,105.156,1520.027,22.369355999999964
77,105.94800000000001,1540.029,24.60383121687842
78,106.56,1560.039,19.00445037481244
79,107.172,1580.045,19.008250124962267
80,107.784,1600.032,19.026319707810494
81,108.324,1620.039,16.771147098515222
82,109.00800000000001,1640.041,21.248763323668044
83,109.656,1660.034,20.13946921422469
84,110.44800000000001,1680.044,24.59399460269871
85,111.132,1700.031,21.264710261670164
86,111.816,1720.034,21.247701044843026
87,112.5,1740.035,21.24982570871451
88,113.18400000000001,1760.044,21.241329601679592
89,113.83200000000001,1780.027,20.149547515388015
90,114.51599999999999,1800.036,21.241329601678707
91,115.164,1820.034,20.13443384338461
92,115.92000000000002,1840.037,23.484301154827307
93,116.496,1860.037,17.895484799999352
94,117.108,1880.048,19.003500674629265
95,117.72000000000001,1900.03,19.03108057251557
96,118.44,1920.04,22.358176911543758
97,119.016,1940.04,17.895484800000236
98,119.592,1960.04,17.895484799999796
99,120.096,1980.041,15.657766311684586
100,120.67200000000001,2000.0320000000002,17.90354139362718
101,121.212,2020.0320000000002,16.777016999999752
102,121.71600000000001,2040.057,15.639000449438461
103,122.184,2060.05,14.545172210273142
104,122.61600000000001,2080.042,13.42698439375819
105,123.12000000000002,2100.035,15.664031611064074
106,123.66000000000001,2120.035,16.777016999999752
107,124.092,2140.051,13.410884892085905
108,124.56,2160.036,14.550994645984504
109,125.02799999999999,2180.045,14.53354130641177
110,125.46000000000001,2200.0370000000003,13.426984393757886
111,125.85600000000001,2220.038,12.302530673466507
112,126.108,2240.0480000000002,7.82536191904025
113,126.53999999999999,2260.04,13.426984393757307
114,126.82799999999999,2280.0480000000002,8.944164734106137
115,126.97200000000001,2300.04,4.475661464586505
116,127.296,2320.046,10.063191242627221
117,127.47599999999998,2340.042,5.59345769153761
118,127.692,2360.047,6.709129517620813
119,127.908,2380.043,6.712149229846192
120,128.232,2400.043,10.066210199999938
121,128.412,2420.033,5.595136568284415
122,128.628,2440.052,6.704437584294214
123,128.80800000000002,2460.036,5.5968164531636475
124,128.91600000000003,2480.035,3.355571178559089
125,129.06,2500.0370000000003,4.473423857613434
126,129.204,2520.059,4.468955349116156
127,129.204,2540.045,0.0
128,129.27599999999998,2560.044,2.237047452371843
129,129.42000000000002,2580.039,4.474989947487847
130,129.528,2600.039,3.355403399999244
131,129.6,2620.0480000000002,2.235929431755793
132,129.816,2640.047,6.711142357118178
133,129.924,2660.04,3.3565782023709674
134,130.176,2680.049,7.825753011144393
135,130.248,2700.039,2.238054627313715
136,130.356,2720.041,3.3550678932108142
137,130.536,2740.042,5.592059397030431
138,130.536,2760.051,0.0
139,130.608,2780.043,2.2378307322929807
140,130.716,2800.044,3.355235638218258
141,130.89600000000002,2820.047,5.591500274958925
142,131.04,2840.044,4.474542381356525
143,131.04,2860.0460000000003,0.0
144,131.04,2880.0460000000003,0.0
145,131.292,2900.047,7.828883155842602
146,131.364,2920.0460000000003,2.2370474523726753
147,131.184,2940.05,-5.5912207558490685
148,131.148,2960.05,-1.1184678000000423
149,131.22000000000003,2980.049,2.2370474523736092
150,131.148,3000.047,-2.2371593159325553
151,131.148,3020.04,0.0
152,131.22000000000003,3040.05,2.2358176911553658
153,131.148,3060.051,-2.2368237588130553
154,131.148,3080.05,0.0
155,131.148,3100.051,0.0
156,131.184,3120.0570000000002,1.1181323602919373
157,131.292,3140.052,3.356242460615299
158,131.328,3160.053,1.118411879406086
159,131.22000000000003,3180.062,-3.353894147632807
160,131.148,3200.058,-2.2373830766162803
161,131.256,3220.0460000000003,3.3574178507105055
162,131.256,3240.0550000000003,0.0
163,131.256,3260.504,0.0
164,131.22000000000003,3280.5170000000003,-1.1177412681748247
165,131.184,3300.512,-1.1187474868726497
166,131.256,3320.506,2.237606882064739
167,131.328,3340.507,2.2368237588121214
168,131.328,3360.515,0.0
169,131.328,3380.5080000000003,0.0
170,131.256,3400.516,-2.2360411835266953
171,131.22000000000003,3420.5170000000003,-1.1184118794051776
172,131.22000000000003,3440.509,0.0
173,131.184,3460.51,-1.1184118794069438
174,131.148,3480.518,-1.1180205917633477
175,131.076,3500.509,-2.237942674203478
176,131.076,3520.511,0.0
177,131.04,3540.5190000000002,-1.1180205917633221
178,131.04,3560.512,0.0
179,131.04,3580.513,0.0
180,131.11200000000002,3600.513,2.236935600000968
181,131.076,3620.522,-1.117964715878779
182,130.96800000000002,3640.514,-3.3567460984385877
183,131.00400000000002,3660.515,1.118411879406086
184,131.04,3680.515,1.1184677999991592
185,130.89600000000002,3700.516,-4.47364751762336
186,130.86,3720.516,-1.1184678000000423
187,130.788,3740.54,-2.2342544946065694
188,130.716,3760.516,-2.239623147777405
189,130.68,3780.518,-1.1183559644036047
190,130.716,3800.518,1.1184678000000423
191,130.752,3820.5190000000002,1.1184118794060607
192,130.752,3840.533,0.0
193,130.608,3860.52,-4.47678110772017
194,130.608,3880.52,0.0
195,130.608,3900.511,0.0
196,130.644,3920.512,1.1184118794060607
197,130.464,3940.532,-5.5867522477524645
198,130.5,3960.525,1.1188594007903223
199,130.356,3980.513,-4.476557134280776
200,130.14,4000.523,-6.707453073463449
201,130.21200000000002,4020.515,2.237830732293915
202,130.284,4040.515,2.2369355999992018
203,130.176,4060.515,-3.355403400000127
204,130.176,4080.516,0.0
205,130.104,4100.527,-2.2357059617202593
206,130.104,4120.517,0.0
207,130.03199999999998,4140.518,-2.236823758813004
208,129.744,4160.518,-8.947742399999456
209,129.528,4180.518,-6.710806800000254
210,129.492,4200.528,-1.1179088455772415
211,129.45600000000002,4220.519,-1.1189713371008556
212,129.42000000000002,4240.519,-1.1184678000000423
213,129.384,4260.521,-1.118355964404513
214,129.24,4280.529,-4.472082367052304
215,129.27599999999998,4300.526,1.1186355953384943
216,129.096,4320.522,-5.59345769153761
217,128.988,4340.522,-3.355403400000127
218,129.168,4360.523,5.592059397030304
219,129.02400000000003,4380.523,-4.473871199999286
220,128.66400000000002,4400.531,-11.180205917633476
221,128.80800000000002,4420.524,4.475437603161188
222,128.77200000000002,4440.525000000001,-1.1184118794060607
223,128.484,4460.525000000001,-8.947742400000338
224,128.412,4480.531,-2.2362647205839763
225,128.412,4500.529,0.0
226,128.376,4520.527,-1.1185796579658618
227,128.232,4540.527,-4.473871200000169
228,128.16,4560.528,-2.2368237588121214
229,128.088,4580.528,-2.2369356000000846
230,127.97999999999999,4600.529,-3.355235638218182
231,127.836,4620.529,-4.473871199999728
232,127.76400000000001,4640.53,-2.2368237588117816
233,127.692,4660.53,-2.236935600000526
234,127.44,4680.535,-7.827317770557173
235,127.296,4700.531,-4.474766153230353
236,127.22400000000002,4720.532,-2.23682375881168
237,127.11600000000001,4740.532,-3.355403400000127
238,127.08,4760.533,-1.118411879406502
239,127.08,4780.539,0.0
240,126.864,4800.541,-6.710135786421034
241,126.756,4820.534,-3.3565782023710433
242,126.72000000000001,4840.535,-1.1184118794056193
243,126.61200000000001,4860.535,-3.355403400000127
244,126.43199999999999,4880.536,-5.592059397030745
245,126.32400000000001,4900.536,-3.355403399999244
246,126.25200000000001,4920.537,-2.2368237588121214
247,126.108,4940.537,-4.473871200000169
248,126.0,4960.5380000000005,-3.355235638218182
249,126.0,4980.5470000000005,0.0
250,125.892,5000.5470000000005,-3.355403400000127
251,125.82000000000001,5020.539,-2.237830732292641
252,125.67599999999999,5040.54,-4.473647517624684
253,125.604,5060.54,-2.236935599999643
254,125.46000000000001,5080.546,-4.472529441167308
255,125.31600000000002,5100.541,-4.474989947486624
256,125.244,5120.55,-2.2359294317562344
257,125.136,5140.543,-3.3565782023710433
258,125.10000000000001,5160.543,-1.1184677999996009
259,124.848,5180.543,-7.829274600000296
260,124.776,5200.544,-2.2368237588121214
261,124.63199999999999,5220.544,-4.473871200000169
262,124.52400000000002,5240.545,-3.355235638217299
263,124.56,5260.545,1.1184677999996009
264,124.488,5280.546,-2.2368237588121214
265,124.308,5300.546,-5.59233899999977
266,123.732,5320.57,-17.87403595685252
267,123.696,5340.548,-1.1196994694163969
268,124.2,5360.5470000000005,15.65933216660793
269,124.12799999999999,5380.567,-2.2347008991014774
270,123.66000000000001,5400.549,-14.553179261334448
271,123.01200000000001,5420.549,-20.132420399999877
272,123.192,5440.549,5.592338999999329
273,123.66000000000001,5460.559,14.532814992504141
274,123.444,5480.551,-6.713492196878943
275,123.12000000000002,5500.5650000000005,-10.05916878185214
276,123.048,5520.552,-2.2383905538606284
277,122.97599999999998,5540.552,-2.236935600000526
278,122.90400000000001,5560.56,-2.236041183525711
279,122.86800000000001,5580.561,-1.1184118794061115
280,122.94,5600.562,2.23682375881168
281,122.97599999999998,5620.554,1.1189153661460487
282,122.72400000000002,5640.555,-7.8288831558411
